volume_tests,company_id,company_type,time,date,month,year,day,is_weekend,season,avg_pesq_score,quality_too_poor,number_busy,temporarily_unable_test,outage_hrs,number_test_types,numbers_tested,followup_tests
14430,2,Enterprise,2017-08-27,27,8,2017,Sun,1,Autumn,3.990862,1,70,0,5231.94,2,290,110
33126,2,Enterprise,2017-08-28,28,8,2017,Mon,0,Autumn,4.063799,3,628,0,5304.01,2,2291,770
32943,2,Enterprise,2017-08-29,29,8,2017,Tues,0,Autumn,4.057348,4,390,1,5469.43,2,2270,340
33224,2,Enterprise,2017-08-30,30,8,2017,Wed,0,Autumn,4.062032,14,752,0,5459.09,2,2273,730
33960,2,Enterprise,2017-08-31,31,8,2017,Thurs,0,Autumn,4.083725,1,280,24,5435.11,2,2274,210
32832,2,Enterprise,2017-09-01,1,9,2017,Fri,0,Autumn,4.041931,71,227,20,5510.1,2,2260,100
15255,2,Enterprise,2017-09-02,2,9,2017,Sat,1,Autumn,3.847136,6,8,0,5495.94,2,320,0
14478,2,Enterprise,2017-09-03,3,9,2017,Sun,1,Autumn,3.855064,19,10,0,5495.94,2,297,0
33156,2,Enterprise,2017-09-04,4,9,2017,Mon,0,Autumn,3.787244,54,43,13,5343.16,2,2354,30
33717,2,Enterprise,2017-09-05,5,9,2017,Tues,0,Autumn,3.670833,77,131,88,5327.94,2,2355,80
33640,2,Enterprise,2017-09-06,6,9,2017,Wed,0,Autumn,3.683375,32,36,13,5327.94,2,2356,30
34349,2,Enterprise,2017-09-07,7,9,2017,Thurs,0,Autumn,3.668833,69,50,200,5280.22,2,2459,70
33936,2,Enterprise,2017-09-08,8,9,2017,Fri,0,Autumn,3.67775,7,99,96,5350.91,2,2358,60
15253,2,Enterprise,2017-09-09,9,9,2017,Sat,1,Autumn,3.6675,1,8,47,5351.94,2,332,10
14335,2,Enterprise,2017-09-10,10,9,2017,Sun,1,Autumn,3.675667,10,10,7,5351.94,2,320,0
34240,2,Enterprise,2017-09-11,11,9,2017,Mon,0,Autumn,3.68075,46,70,190,5323.25,2,2473,50
34804,2,Enterprise,2017-09-12,12,9,2017,Tues,0,Autumn,3.67875,25,712,303,5422.02,2,2490,267
34922,2,Enterprise,2017-09-13,13,9,2017,Wed,0,Autumn,3.688,38,380,64,6005.29,2,2491,280
35364,2,Enterprise,2017-09-14,14,9,2017,Thurs,0,Autumn,3.698833,36,831,170,6006.88,2,2496,360
33655,2,Enterprise,2017-09-15,15,9,2017,Fri,0,Autumn,3.692469,4,255,3,5651.51,2,2355,110
15162,2,Enterprise,2017-09-16,16,9,2017,Sat,1,Autumn,3.683458,10,13,54,5663.93,2,330,0
14372,2,Enterprise,2017-09-17,17,9,2017,Sun,1,Autumn,3.67125,9,22,25,5663.93,2,319,10
33864,2,Enterprise,2017-09-18,18,9,2017,Mon,0,Autumn,3.688417,38,115,108,5693.97,2,2440,90
34601,2,Enterprise,2017-09-19,19,9,2017,Tues,0,Autumn,3.693792,14,1032,461,5943.61,2,2472,546
34420,2,Enterprise,2017-09-20,20,9,2017,Wed,0,Autumn,3.691958,35,221,137,5896.43,2,2453,100
34386,2,Enterprise,2017-09-21,21,9,2017,Thurs,0,Autumn,3.6955,71,29,113,5927.93,2,2446,20
33525,2,Enterprise,2017-09-22,22,9,2017,Fri,0,Autumn,3.673583,24,33,2,5973.37,2,2341,40
15310,2,Enterprise,2017-09-23,23,9,2017,Sat,1,Autumn,3.682042,6,13,254,5975.93,2,331,0
14514,2,Enterprise,2017-09-24,24,9,2017,Sun,1,Autumn,3.677833,8,10,10,5975.93,2,321,0
31859,2,Enterprise,2017-09-25,25,9,2017,Mon,0,Autumn,3.671708,22,145,172,5957.31,2,2463,150
31014,2,Enterprise,2017-09-26,26,9,2017,Tues,0,Autumn,3.665917,22,75,0,5941.22,2,2419,60
30942,2,Enterprise,2017-09-27,27,9,2017,Wed,0,Autumn,3.68425,50,30,0,5927.93,2,2418,20
30930,2,Enterprise,2017-09-28,28,9,2017,Thurs,0,Autumn,3.704375,32,16,2,5927.93,2,2419,30
29981,2,Enterprise,2017-09-29,29,9,2017,Fri,0,Autumn,3.720833,19,27,0,5927.93,2,2297,20
11777,2,Enterprise,2017-09-30,30,9,2017,Sat,1,Autumn,3.705708,0,3,0,5927.93,2,288,0
10952,2,Enterprise,2017-10-01,1,10,2017,Sun,1,Autumn,3.704375,5,1,23,5927.93,2,278,10
29672,2,Enterprise,2017-10-02,2,10,2017,Mon,0,Autumn,3.702125,21,31,12,5947.2,2,2409,50
30960,2,Enterprise,2017-10-03,3,10,2017,Tues,0,Autumn,3.716708,45,72,0,5976.73,2,2429,50
31012,2,Enterprise,2017-10-04,4,10,2017,Wed,0,Autumn,3.70675,62,64,20,5975.93,2,2428,30
31657,2,Enterprise,2017-10-05,5,10,2017,Thurs,0,Autumn,3.700583,28,46,104,5975.93,2,2425,30
30593,2,Enterprise,2017-10-06,6,10,2017,Fri,0,Autumn,3.699583,12,18,181,5975.93,2,2308,20
12414,2,Enterprise,2017-10-07,7,10,2017,Sat,1,Autumn,3.698417,5,13,0,5975.93,2,288,10
11048,2,Enterprise,2017-10-08,8,10,2017,Sun,1,Autumn,3.69025,16,2,0,5975.93,2,280,0
31150,2,Enterprise,2017-10-09,9,10,2017,Mon,0,Autumn,3.694792,28,59,1,5999.42,2,2429,30
31735,2,Enterprise,2017-10-10,10,10,2017,Tues,0,Autumn,3.687167,7,180,5,5996.46,2,2437,150
31627,2,Enterprise,2017-10-11,11,10,2017,Wed,0,Autumn,3.7125,8,27,0,6139.96,2,2424,30
31610,2,Enterprise,2017-10-12,12,10,2017,Thurs,0,Autumn,3.698,1,0,0,6119.93,2,2430,0
30619,2,Enterprise,2017-10-13,13,10,2017,Fri,0,Autumn,3.699875,3,4,50,6106.46,2,2312,20
12464,2,Enterprise,2017-10-14,14,10,2017,Sat,1,Autumn,3.700875,1,2,0,6071.93,2,288,10
10968,2,Enterprise,2017-10-15,15,10,2017,Sun,1,Autumn,3.701667,18,0,0,6071.93,2,279,0
31183,2,Enterprise,2017-10-16,16,10,2017,Mon,0,Autumn,3.706,177,163,32,6099.62,2,2432,40
31745,2,Enterprise,2017-10-17,17,10,2017,Tues,0,Autumn,3.717292,9,73,0,6102.6,2,2435,60
31288,2,Enterprise,2017-10-18,18,10,2017,Wed,0,Autumn,3.700625,23,64,10,6112.13,2,2430,60
30936,2,Enterprise,2017-10-19,19,10,2017,Thurs,0,Autumn,3.690837,25,63,0,6143.93,2,2432,30
29984,2,Enterprise,2017-10-20,20,10,2017,Fri,0,Autumn,3.702042,6,208,1,6200.79,2,2315,110
11824,2,Enterprise,2017-10-21,21,10,2017,Sat,1,Autumn,3.690833,0,89,0,6239.93,2,288,40
11059,2,Enterprise,2017-10-22,22,10,2017,Sun,1,Autumn,3.697083,11,70,0,6239.93,2,280,20
31050,2,Enterprise,2017-10-23,23,10,2017,Mon,0,Autumn,3.690833,36,258,1,6301.59,2,2442,180
31650,2,Enterprise,2017-10-24,24,10,2017,Tues,0,Autumn,3.694083,52,74,0,6334.59,2,2437,70
31691,2,Enterprise,2017-10-25,25,10,2017,Wed,0,Autumn,3.692625,28,50,251,6350.03,2,2434,50
33031,2,Enterprise,2017-10-26,26,10,2017,Thurs,0,Autumn,3.686292,14,79,49,6891.56,2,2426,80
31177,2,Enterprise,2017-10-27,27,10,2017,Fri,0,Autumn,3.685417,21,110,0,7111.25,2,2264,80
12525,2,Enterprise,2017-10-28,28,10,2017,Sat,1,Autumn,3.701,0,467,15,7103.92,2,290,0
11470,2,Enterprise,2017-10-29,29,10,2017,Sun,1,Autumn,3.6965,4,13,0,7103.92,2,280,10
31140,2,Enterprise,2017-10-30,30,10,2017,Mon,0,Autumn,3.702667,24,90,0,7109.31,2,2386,90
31673,2,Enterprise,2017-10-31,31,10,2017,Tues,0,Autumn,3.69375,16,64,0,7128.66,2,2386,70
31584,2,Enterprise,2017-11-01,1,11,2017,Wed,0,Winter,3.686708,26,9,0,7127.92,2,2382,20
32260,2,Enterprise,2017-11-02,2,11,2017,Thurs,0,Winter,3.700292,3,218,10,7150.02,2,2382,50
30411,2,Enterprise,2017-11-03,3,11,2017,Fri,0,Winter,3.710625,3,28,0,7151.92,2,2255,20
11906,2,Enterprise,2017-11-04,4,11,2017,Sat,1,Winter,3.697083,6,1,0,7151.92,2,290,0
11094,2,Enterprise,2017-11-05,5,11,2017,Sun,1,Winter,3.69175,12,24,0,7151.92,2,277,20
30625,2,Enterprise,2017-11-06,6,11,2017,Mon,0,Winter,3.704375,31,187,95,7179.25,2,2385,170
34291,2,Enterprise,2017-11-07,7,11,2017,Tues,0,Winter,3.710879,38,617,20,7204.08,2,2392,250
31897,2,Enterprise,2017-11-08,8,11,2017,Wed,0,Winter,3.701125,28,42,37,7223.92,2,2381,50
31537,2,Enterprise,2017-11-09,9,11,2017,Thurs,0,Winter,3.702792,13,266,2,7272.34,2,2381,90
30272,2,Enterprise,2017-11-10,10,11,2017,Fri,0,Winter,3.6955,17,1,0,7295.92,2,2267,10
12180,2,Enterprise,2017-11-11,11,11,2017,Sat,1,Winter,3.692167,1,19,120,7295.92,2,292,10
11089,2,Enterprise,2017-11-12,12,11,2017,Sun,1,Winter,3.695625,0,0,0,7295.92,2,278,0
30644,2,Enterprise,2017-11-13,13,11,2017,Mon,0,Winter,3.695292,24,20,0,7304.99,2,2386,30
32233,2,Enterprise,2017-11-14,14,11,2017,Tues,0,Winter,3.681283,71,362,0,7337.38,2,2408,280
31130,2,Enterprise,2017-11-15,15,11,2017,Wed,0,Winter,3.681497,26,210,0,7396.49,2,2407,160
34127,2,Enterprise,2017-11-16,16,11,2017,Thurs,0,Winter,3.697208,34,245,88,7499.5,2,2406,170
34579,2,Enterprise,2017-11-17,17,11,2017,Fri,0,Winter,3.689833,10,370,88,7458.56,2,2286,110
14452,2,Enterprise,2017-11-18,18,11,2017,Sat,1,Winter,3.686625,2,263,2,7439.91,2,290,20
13393,2,Enterprise,2017-11-19,19,11,2017,Sun,1,Winter,3.702917,6,230,2,7439.91,2,272,0
33539,2,Enterprise,2017-11-20,20,11,2017,Mon,0,Winter,3.68825,49,522,0,7563.01,2,2404,140
34079,2,Enterprise,2017-11-21,21,11,2017,Tues,0,Winter,3.690542,45,498,0,7565.88,2,2412,220
34570,2,Enterprise,2017-11-22,22,11,2017,Wed,0,Winter,3.693833,33,453,1,7446.95,2,2413,210
33693,2,Enterprise,2017-11-23,23,11,2017,Thurs,0,Winter,3.714,13,346,43,7426.47,2,2402,120
33522,2,Enterprise,2017-11-24,24,11,2017,Fri,0,Winter,3.702708,11,994,267,7439.91,2,2264,80
14527,2,Enterprise,2017-11-25,25,11,2017,Sat,1,Winter,3.699447,0,1350,0,7440.91,2,294,60
10842,2,Enterprise,2017-11-26,26,11,2017,Sun,1,Winter,3.705764,3,395,1,7439.91,2,262,30
27205,2,Enterprise,2017-11-27,27,11,2017,Mon,0,Winter,3.69917,9,680,0,7425.77,2,1527,140
34635,2,Enterprise,2017-11-28,28,11,2017,Tues,0,Winter,3.690583,29,1504,0,7483.56,2,2426,390
35740,2,Enterprise,2017-11-29,29,11,2017,Wed,0,Winter,3.703125,28,1021,1,7693.01,2,2405,310
34651,2,Enterprise,2017-11-30,30,11,2017,Thurs,0,Winter,3.690708,11,1180,0,7736.11,2,2408,224
32531,2,Enterprise,2017-12-01,1,12,2017,Fri,0,Winter,3.667792,10,1026,33,7683.19,2,2307,509
12216,2,Enterprise,2017-12-02,2,12,2017,Sat,1,Winter,3.682583,0,463,0,7780.12,2,292,70
10830,2,Enterprise,2017-12-03,3,12,2017,Sun,1,Winter,3.688375,6,17,0,7789.68,2,264,10
31389,2,Enterprise,2017-12-04,4,12,2017,Mon,0,Winter,3.678708,18,307,7,7701.4,2,2335,210
32203,2,Enterprise,2017-12-05,5,12,2017,Tues,0,Winter,3.660417,33,680,35,7687.67,2,2346,390
31623,2,Enterprise,2017-12-06,6,12,2017,Wed,0,Winter,3.681333,25,311,42,7759.29,2,2334,120
31352,2,Enterprise,2017-12-07,7,12,2017,Thurs,0,Winter,3.68411,17,303,0,7753.74,2,2332,120
30597,2,Enterprise,2017-12-08,8,12,2017,Fri,0,Winter,3.673583,1,319,0,7751.91,2,2217,100
11991,2,Enterprise,2017-12-09,9,12,2017,Sat,1,Winter,3.687542,1,102,0,7751.91,2,285,30
11046,2,Enterprise,2017-12-10,10,12,2017,Sun,1,Winter,3.678875,5,173,0,7751.91,2,266,30
30942,2,Enterprise,2017-12-11,11,12,2017,Mon,0,Winter,3.686375,55,367,0,7739.2,2,2329,100
34079,2,Enterprise,2017-12-12,12,12,2017,Tues,0,Winter,3.693917,33,330,19,7656.74,2,2398,120
36319,2,Enterprise,2017-12-13,13,12,2017,Wed,0,Winter,3.704917,65,369,1,7494.22,2,2423,160
36534,2,Enterprise,2017-12-14,14,12,2017,Thurs,0,Winter,3.705125,20,481,6,7493.98,2,2422,180
35881,2,Enterprise,2017-12-15,15,12,2017,Fri,0,Winter,3.702833,29,830,0,7590.04,2,2328,350
13399,2,Enterprise,2017-12-16,16,12,2017,Sat,1,Winter,3.701,4,384,249,7607.91,2,309,50
12069,2,Enterprise,2017-12-17,17,12,2017,Sun,1,Winter,3.703125,4,228,238,7607.91,2,271,20
37061,2,Enterprise,2017-12-18,18,12,2017,Mon,0,Winter,3.690292,18,1040,1,7572.65,2,2452,636
38101,2,Enterprise,2017-12-19,19,12,2017,Tues,0,Winter,3.703167,54,893,0,7481.52,2,2447,406
37410,2,Enterprise,2017-12-20,20,12,2017,Wed,0,Winter,3.693458,35,830,35,7484.06,2,2441,417
36987,2,Enterprise,2017-12-21,21,12,2017,Thurs,0,Winter,3.702708,26,745,12,7527.05,2,2442,410
35617,2,Enterprise,2017-12-22,22,12,2017,Fri,0,Winter,3.7015,15,662,0,7537.68,2,2324,280
13623,2,Enterprise,2017-12-23,23,12,2017,Sat,1,Winter,3.693542,2,359,0,7559.91,2,310,60
12938,2,Enterprise,2017-12-24,24,12,2017,Sun,1,Winter,3.697458,27,679,10,7566.44,2,286,149
35994,2,Enterprise,2017-12-25,25,12,2017,Mon,0,Winter,3.68575,24,549,0,7559.93,2,2424,200
37497,2,Enterprise,2017-12-26,26,12,2017,Tues,0,Winter,3.693417,16,523,1,7520.76,2,2433,333
38999,2,Enterprise,2017-12-27,27,12,2017,Wed,0,Winter,3.698542,14,685,1,7489.7,2,2439,421
39124,2,Enterprise,2017-12-28,28,12,2017,Thurs,0,Winter,3.696,13,762,68,7473.62,2,2431,357
39410,2,Enterprise,2017-12-29,29,12,2017,Fri,0,Winter,3.691917,10,868,5,7423.51,2,2313,400
16185,2,Enterprise,2017-12-30,30,12,2017,Sat,1,Winter,3.698292,3,211,0,7344.82,2,312,50
12618,2,Enterprise,2017-12-31,31,12,2017,Sun,1,Winter,3.693667,9,158,60,7343.91,2,280,50
35365,2,Enterprise,2018-01-01,1,1,2018,Mon,0,Winter,3.692,4,236,0,7031.92,2,2410,100
36718,2,Enterprise,2018-01-02,2,1,2018,Tues,0,Winter,3.691167,8,880,0,7047.44,2,2444,434
36880,2,Enterprise,2018-01-03,3,1,2018,Wed,0,Winter,3.678875,22,759,0,7055.92,2,2433,370
35809,2,Enterprise,2018-01-04,4,1,2018,Thurs,0,Winter,3.613167,27,794,0,7033.92,2,2441,420
34462,2,Enterprise,2018-01-05,5,1,2018,Fri,0,Winter,3.600375,16,621,0,7019.11,2,2336,420
13361,2,Enterprise,2018-01-06,6,1,2018,Sat,1,Winter,3.642437,1,326,0,7031.92,2,313,50
12310,2,Enterprise,2018-01-07,7,1,2018,Sun,1,Winter,3.662,9,338,3,7023.74,2,282,60
34483,2,Enterprise,2018-01-08,8,1,2018,Mon,0,Winter,3.627458,33,699,56,6997.4,2,2439,360
35730,2,Enterprise,2018-01-09,9,1,2018,Tues,0,Winter,3.596833,50,775,3,6985.12,2,2434,340
36843,2,Enterprise,2018-01-10,10,1,2018,Wed,0,Winter,3.602971,52,977,0,6971.9,2,2453,518
36223,2,Enterprise,2018-01-11,11,1,2018,Thurs,0,Winter,3.582,39,857,0,6946.31,2,2445,440
34182,2,Enterprise,2018-01-12,12,1,2018,Fri,0,Winter,3.650753,7,374,0,6926.38,2,2321,260
13033,2,Enterprise,2018-01-13,13,1,2018,Sat,1,Winter,3.687333,3,54,0,6935.92,2,307,20
11971,2,Enterprise,2018-01-14,14,1,2018,Sun,1,Winter,3.694125,4,61,0,6935.92,2,275,20
34429,2,Enterprise,2018-01-15,15,1,2018,Mon,0,Winter,3.68775,37,560,0,6912.76,2,2427,237
35227,2,Enterprise,2018-01-16,16,1,2018,Tues,0,Winter,3.686583,59,517,0,6887.92,2,2430,260
34158,2,Enterprise,2018-01-17,17,1,2018,Wed,0,Winter,3.68437,41,455,33,6878.82,2,2423,230
35351,2,Enterprise,2018-01-18,18,1,2018,Thurs,0,Winter,3.689916,49,558,0,6863.92,2,2432,320
34400,2,Enterprise,2018-01-19,19,1,2018,Fri,0,Winter,3.686025,14,530,11,6879.84,2,2323,280
13094,2,Enterprise,2018-01-20,20,1,2018,Sat,1,Winter,3.686709,5,35,0,6895.96,2,321,160
13880,2,Enterprise,2018-01-21,21,1,2018,Sun,1,Winter,3.684833,8,217,1,6911.92,2,276,30
35210,2,Enterprise,2018-01-22,22,1,2018,Mon,0,Winter,3.69025,37,410,54,6896.01,2,2428,240
35141,2,Enterprise,2018-01-23,23,1,2018,Tues,0,Winter,3.697542,13,358,49,6887.92,2,2428,209
35684,2,Enterprise,2018-01-24,24,1,2018,Wed,0,Winter,3.674125,31,652,31,6936.55,2,2435,310
35120,2,Enterprise,2018-01-25,25,1,2018,Thurs,0,Winter,3.696208,11,250,11,6943.05,2,2418,130
34050,2,Enterprise,2018-01-26,26,1,2018,Fri,0,Winter,3.710375,5,225,0,6918.06,2,2314,150
12936,2,Enterprise,2018-01-27,27,1,2018,Sat,1,Winter,3.712917,1,15,7,6911.92,2,306,10
11880,2,Enterprise,2018-01-28,28,1,2018,Sun,1,Winter,3.716458,8,10,0,6911.92,2,274,0
34939,2,Enterprise,2018-01-29,29,1,2018,Mon,0,Winter,3.708875,12,285,0,6892.83,2,2424,247
35766,2,Enterprise,2018-01-30,30,1,2018,Tues,0,Winter,3.705792,20,458,33,7039.3,2,2441,350
35989,2,Enterprise,2018-01-31,31,1,2018,Wed,0,Winter,3.7025,25,353,0,7055.34,2,2444,300
36196,2,Enterprise,2018-02-01,1,2,2018,Thurs,0,Spring,3.715208,14,404,44,6995.54,2,2454,450
34472,2,Enterprise,2018-02-02,2,2,2018,Fri,0,Spring,3.709292,11,12,22,6959.92,2,2321,20
13038,2,Enterprise,2018-02-03,3,2,2018,Sat,1,Spring,3.706958,5,45,0,6959.92,2,320,0
13236,2,Enterprise,2018-02-04,4,2,2018,Sun,1,Spring,3.708708,10,790,0,6917.28,2,327,684
34913,2,Enterprise,2018-02-05,5,2,2018,Mon,0,Spring,3.700625,33,270,53,6823.75,3,2432,70
35732,2,Enterprise,2018-02-06,6,2,2018,Tues,0,Spring,3.7045,36,91,2,6839.92,3,2434,80
36605,2,Enterprise,2018-02-07,7,2,2018,Wed,0,Spring,3.716333,24,292,0,6867.53,3,2442,150
36943,2,Enterprise,2018-02-08,8,2,2018,Thurs,0,Spring,3.711083,14,121,6,6859.87,3,2436,70
37012,2,Enterprise,2018-02-09,9,2,2018,Fri,0,Spring,3.711958,20,422,1,6923.61,3,2353,340
14953,2,Enterprise,2018-02-10,10,2,2018,Sat,1,Spring,3.714167,2,160,0,6978.56,3,330,40
13631,2,Enterprise,2018-02-11,11,2,2018,Sun,1,Spring,3.709417,5,2,0,6983.92,3,286,0
36698,2,Enterprise,2018-02-12,12,2,2018,Mon,0,Spring,3.701375,19,292,113,7018.13,3,2451,150
37503,2,Enterprise,2018-02-13,13,2,2018,Tues,0,Spring,3.70325,14,78,0,7001.87,3,2462,140
37185,2,Enterprise,2018-02-14,14,2,2018,Wed,0,Spring,3.698958,26,80,0,6983.92,3,2463,140
36845,2,Enterprise,2018-02-15,15,2,2018,Thurs,0,Spring,3.702875,19,251,1,6968.36,3,2461,110
36436,2,Enterprise,2018-02-16,16,2,2018,Fri,0,Spring,3.711833,11,519,7,6959.92,3,2355,130
13752,2,Enterprise,2018-02-17,17,2,2018,Sat,1,Spring,3.714458,1,102,19,6959.92,3,323,30
12359,2,Enterprise,2018-02-18,18,2,2018,Sun,1,Spring,3.709792,0,2,14,6959.92,3,278,0
35869,2,Enterprise,2018-02-19,19,2,2018,Mon,0,Spring,3.702292,13,151,108,6959.94,3,2469,90
36568,2,Enterprise,2018-02-20,20,2,2018,Tues,0,Spring,3.724458,54,264,11,6976.35,3,2471,130
36766,2,Enterprise,2018-02-21,21,2,2018,Wed,0,Spring,3.733625,13,365,14,7005.19,3,2475,160
35989,2,Enterprise,2018-02-22,22,2,2018,Thurs,0,Spring,3.746,22,495,4,6998.42,3,2460,200
36556,2,Enterprise,2018-02-23,23,2,2018,Fri,0,Spring,3.744333,11,741,61,7008,3,2342,230
14307,2,Enterprise,2018-02-24,24,2,2018,Sat,1,Spring,3.735542,1,141,0,7031.92,3,323,20
13123,2,Enterprise,2018-02-25,25,2,2018,Sun,1,Spring,3.74575,0,100,0,7031.92,3,283,10
36232,2,Enterprise,2018-02-26,26,2,2018,Mon,0,Spring,3.711356,9,382,2,7035.52,3,2475,240
37928,2,Enterprise,2018-02-27,27,2,2018,Tues,0,Spring,3.689917,19,622,281,7031.92,3,2491,380
38198,2,Enterprise,2018-02-28,28,2,2018,Wed,0,Spring,3.676987,20,1121,509,7055.87,3,2483,360
38575,2,Enterprise,2018-03-01,1,3,2018,Thurs,0,Spring,3.666417,21,1122,502,7039.82,3,2470,360
36413,2,Enterprise,2018-03-02,2,3,2018,Fri,0,Spring,3.674792,8,544,7,6999.12,3,2368,190
13892,2,Enterprise,2018-03-03,3,3,2018,Sat,1,Spring,3.696542,1,114,0,6983.92,3,323,20
12566,2,Enterprise,2018-03-04,4,3,2018,Sun,1,Spring,3.69575,0,57,2,6983.92,3,284,30
36393,2,Enterprise,2018-03-05,5,3,2018,Mon,0,Spring,3.693792,10,346,0,6953.05,3,2488,400
38171,2,Enterprise,2018-03-06,6,3,2018,Tues,0,Spring,3.68375,16,494,54,6944.51,3,2475,380
37236,2,Enterprise,2018-03-07,7,3,2018,Wed,0,Spring,3.680708,24,383,47,6931.37,3,2469,210
37694,2,Enterprise,2018-03-08,8,3,2018,Thurs,0,Spring,3.687448,13,682,0,6908.91,3,2480,320
36221,2,Enterprise,2018-03-09,9,3,2018,Fri,0,Spring,3.695,5,363,16,6841.1,3,2370,280
13581,2,Enterprise,2018-03-10,10,3,2018,Sat,1,Spring,3.704833,0,75,0,6839.92,3,322,40
12386,2,Enterprise,2018-03-11,11,3,2018,Sun,1,Spring,3.708542,2,47,0,6839.92,3,282,20
37441,2,Enterprise,2018-03-12,12,3,2018,Mon,0,Spring,3.697833,18,636,135,6834.49,3,2484,410
37296,2,Enterprise,2018-03-13,13,3,2018,Tues,0,Spring,3.698042,19,399,3,6799.63,3,2471,250
37427,2,Enterprise,2018-03-14,14,3,2018,Wed,0,Spring,3.704917,36,278,38,6767.92,3,2465,140
37025,2,Enterprise,2018-03-15,15,3,2018,Thurs,0,Spring,3.699458,39,313,27,6767.92,3,2470,130
35584,2,Enterprise,2018-03-16,16,3,2018,Fri,0,Spring,3.673917,4,197,57,6767.92,3,2355,90
13192,2,Enterprise,2018-03-17,17,3,2018,Sat,1,Spring,3.695708,0,89,0,6767.92,3,316,20
12556,2,Enterprise,2018-03-18,18,3,2018,Sun,1,Spring,3.686,2,87,11,6767.92,3,284,20
37608,2,Enterprise,2018-03-19,19,3,2018,Mon,0,Spring,3.6875,5,1097,0,6762.1,3,2517,866
37942,2,Enterprise,2018-03-20,20,3,2018,Tues,0,Spring,3.678625,13,297,0,6714.23,3,2456,170
38697,2,Enterprise,2018-03-21,21,3,2018,Wed,0,Spring,3.686375,20,354,0,6797.79,3,2466,260
40087,2,Enterprise,2018-03-22,22,3,2018,Thurs,0,Spring,3.688125,26,441,21,6846.67,3,2478,250
37524,2,Enterprise,2018-03-23,23,3,2018,Fri,0,Spring,3.680875,19,348,0,6835.98,3,2386,230
13437,2,Enterprise,2018-03-24,24,3,2018,Sat,1,Spring,3.67525,1,90,0,6839.92,3,358,70
12573,2,Enterprise,2018-03-25,25,3,2018,Sun,1,Spring,3.685333,2,32,0,6839.92,3,285,0
37659,2,Enterprise,2018-03-26,26,3,2018,Mon,0,Spring,3.689167,12,262,7,6834.14,3,2472,190
38902,2,Enterprise,2018-03-27,27,3,2018,Tues,0,Spring,3.687625,8,320,0,6806.33,3,2478,289
39227,2,Enterprise,2018-03-28,28,3,2018,Wed,0,Spring,3.688917,17,510,4,6756.64,3,2483,320
38356,2,Enterprise,2018-03-29,29,3,2018,Thurs,0,Spring,3.688583,13,381,16,6795.28,3,2473,100
37830,2,Enterprise,2018-03-30,30,3,2018,Fri,0,Spring,3.682125,18,133,0,6822.46,3,2394,70
14981,2,Enterprise,2018-03-31,31,3,2018,Sat,1,Spring,3.68275,0,141,1,6863.92,3,374,30
14003,2,Enterprise,2018-04-01,1,4,2018,Sun,1,Spring,3.685792,0,160,1,6864.04,3,304,30
39754,2,Enterprise,2018-04-02,2,4,2018,Mon,0,Spring,3.692125,6,293,3,6875.34,3,2501,330
40254,2,Enterprise,2018-04-03,3,4,2018,Tues,0,Spring,3.672542,11,271,0,6879.38,3,2505,340
40027,2,Enterprise,2018-04-04,4,4,2018,Wed,0,Spring,3.681375,8,119,2,6846.94,3,2492,100
39731,2,Enterprise,2018-04-05,5,4,2018,Thurs,0,Spring,3.681967,11,71,11,6839.92,3,2488,70
39156,2,Enterprise,2018-04-06,6,4,2018,Fri,0,Spring,3.69225,16,285,79,7055.6,3,2469,190
18164,2,Enterprise,2018-04-07,7,4,2018,Sat,1,Spring,3.694708,0,57,1,7367.22,3,539,70
17127,2,Enterprise,2018-04-08,8,4,2018,Sun,1,Spring,3.698167,0,35,0,7343.91,3,490,20
39420,2,Enterprise,2018-04-09,9,4,2018,Mon,0,Spring,3.684875,7,185,33,7357.52,3,2488,250
39918,2,Enterprise,2018-04-10,10,4,2018,Tues,0,Spring,3.692417,9,180,131,7397.21,3,2491,230
40202,2,Enterprise,2018-04-11,11,4,2018,Wed,0,Spring,3.68841,8,215,68,7418.93,3,2506,200
40014,2,Enterprise,2018-04-12,12,4,2018,Thurs,0,Spring,3.700792,2,60,0,7439.91,3,2517,50
39195,2,Enterprise,2018-04-13,13,4,2018,Fri,0,Spring,3.698792,5,94,182,7439.91,3,2430,50
18494,2,Enterprise,2018-04-14,14,4,2018,Sat,1,Spring,3.687375,1,55,67,7439.91,3,565,30
17517,2,Enterprise,2018-04-15,15,4,2018,Sun,1,Spring,3.694875,4,38,59,7440.73,3,520,40
40374,2,Enterprise,2018-04-16,16,4,2018,Mon,0,Spring,3.687083,11,558,230,7457.57,3,2538,340
40622,2,Enterprise,2018-04-17,17,4,2018,Tues,0,Spring,3.688542,10,526,417,7407.65,3,2536,240
40630,2,Enterprise,2018-04-18,18,4,2018,Wed,0,Spring,3.672625,5,191,0,7302.52,3,2542,80
41169,2,Enterprise,2018-04-19,19,4,2018,Thurs,0,Spring,3.682917,8,291,0,7179.47,3,2547,160
40256,2,Enterprise,2018-04-20,20,4,2018,Fri,0,Spring,3.690083,8,180,0,7166.72,3,2460,130
19039,2,Enterprise,2018-04-21,21,4,2018,Sat,1,Spring,3.691708,8,62,0,7188.94,3,584,30
18211,2,Enterprise,2018-04-22,22,4,2018,Sun,1,Spring,3.68975,17,89,0,7175.92,3,541,60
